19-10-2020 13:07:49 M
19-10-2020 13:07:49 E
19-10-2020 13:07:50 N
19-10-2020 13:07:50 T
19-10-2020 13:07:51  
19-10-2020 13:07:52 BACKSPACE
19-10-2020 13:07:52 S
19-10-2020 13:07:53  
19-10-2020 13:07:53 A
19-10-2020 13:07:54 R
19-10-2020 13:07:54 E
19-10-2020 13:07:54  
19-10-2020 13:07:55 T
19-10-2020 13:07:55 O
19-10-2020 13:07:56 O
19-10-2020 13:07:56  
19-10-2020 13:07:57 E
19-10-2020 13:07:57 X
19-10-2020 13:07:58 P
19-10-2020 13:07:58 E
19-10-2020 13:07:58 N
19-10-2020 13:07:59 S
19-10-2020 13:07:59 I
19-10-2020 13:08:00 E
19-10-2020 13:08:00 BACKSPACE
19-10-2020 13:08:01 V
19-10-2020 13:08:01 E
19-10-2020 13:08:03 C
19-10-2020 13:08:03 A
19-10-2020 13:08:03 N
19-10-2020 13:08:04  
19-10-2020 13:08:04 W
19-10-2020 13:08:04 E
19-10-2020 13:08:05  
19-10-2020 13:08:05 P
19-10-2020 13:08:06 L
19-10-2020 13:08:07 A
19-10-2020 13:08:07 Y
19-10-2020 13:08:08  
19-10-2020 13:08:09 C
19-10-2020 13:08:09 A
19-10-2020 13:08:09 R
19-10-2020 13:08:10 D
19-10-2020 13:08:10 S
19-10-2020 13:08:10  
19-10-2020 13:08:12 O
19-10-2020 13:08:12 BACKSPACE
19-10-2020 13:08:12 T
19-10-2020 13:08:13 O
19-10-2020 13:08:13 N
19-10-2020 13:08:15 I
19-10-2020 13:08:15 G
19-10-2020 13:08:15 H
19-10-2020 13:08:15 T
19-10-2020 13:08:17 T
19-10-2020 13:08:17 H
19-10-2020 13:08:17 E
19-10-2020 13:08:18  
19-10-2020 13:08:18 M
19-10-2020 13:08:19 U
19-10-2020 13:08:19 S
19-10-2020 13:08:19 I
19-10-2020 13:08:19 C
19-10-2020 13:08:20  
19-10-2020 13:08:20 I
19-10-2020 13:08:21 S
19-10-2020 13:08:21  
19-10-2020 13:08:22 B
19-10-2020 13:08:22 E
19-10-2020 13:08:23 T
19-10-2020 13:08:23 T
19-10-2020 13:08:24 E
19-10-2020 13:08:24 R
19-10-2020 13:08:25  
19-10-2020 13:08:25 T
19-10-2020 13:08:26 H
19-10-2020 13:08:26 A
19-10-2020 13:08:26 N
19-10-2020 13:08:27  
19-10-2020 13:08:27 I
19-10-2020 13:08:28 T
19-10-2020 13:08:28  
19-10-2020 13:08:28 S
19-10-2020 13:08:29 O
19-10-2020 13:08:29 U
19-10-2020 13:08:30 N
19-10-2020 13:08:30 D
19-10-2020 13:08:31 S
19-10-2020 13:08:32 M
19-10-2020 13:08:32 Y
19-10-2020 13:08:33  
19-10-2020 13:08:34 F
19-10-2020 13:08:34 A
19-10-2020 13:08:35 V
19-10-2020 13:08:35 O
19-10-2020 13:08:36 R
19-10-2020 13:08:37 I
19-10-2020 13:08:37 T
19-10-2020 13:08:38  
19-10-2020 13:08:39 BACKSPACE
19-10-2020 13:08:39 E
19-10-2020 13:08:39  
19-10-2020 13:08:40 W
19-10-2020 13:08:40 E
19-10-2020 13:08:41 B
19-10-2020 13:08:41  
19-10-2020 13:08:41 B
19-10-2020 13:08:42 R
19-10-2020 13:08:42 O
19-10-2020 13:08:43 W
19-10-2020 13:08:43 S
19-10-2020 13:08:43 E
19-10-2020 13:08:44 R
19-10-2020 13:08:45 W
19-10-2020 13:08:45  
19-10-2020 13:08:46 BACKSPACE
19-10-2020 13:08:46 E
19-10-2020 13:08:47  
19-10-2020 13:08:47 W
19-10-2020 13:08:47 E
19-10-2020 13:08:48 N
19-10-2020 13:08:49 T
19-10-2020 13:08:49  
19-10-2020 13:08:50 G
19-10-2020 13:08:50 R
19-10-2020 13:08:51 O
19-10-2020 13:08:51 C
19-10-2020 13:08:51 E
19-10-2020 13:08:52 R
19-10-2020 13:08:53 Y
19-10-2020 13:08:53  
19-10-2020 13:08:54 S
19-10-2020 13:08:54 H
19-10-2020 13:08:55 O
19-10-2020 13:08:55 P
19-10-2020 13:08:56 P
19-10-2020 13:08:56 I
19-10-2020 13:08:57 N
19-10-2020 13:08:57 G
0;0;10;302
19-10-2020 13:11:03 G
19-10-2020 13:11:03 A
19-10-2020 13:11:03 M
19-10-2020 13:11:04 B
19-10-2020 13:11:05 L
19-10-2020 13:11:05 E
19-10-2020 13:11:05 R
19-10-2020 13:11:06 S
19-10-2020 13:11:06  
19-10-2020 13:11:06 E
19-10-2020 13:11:07 V
19-10-2020 13:11:07 E
19-10-2020 13:11:08 N
19-10-2020 13:11:08 T
19-10-2020 13:11:09 U
19-10-2020 13:11:09 A
19-10-2020 13:11:10 L
19-10-2020 13:11:10 L
19-10-2020 13:11:10 Y
19-10-2020 13:11:11  
19-10-2020 13:11:11 L
19-10-2020 13:11:12 O
19-10-2020 13:11:12 O
19-10-2020 13:11:12 S
19-10-2020 13:11:12 E
19-10-2020 13:11:13  
19-10-2020 13:11:13 T
19-10-2020 13:11:14 E
19-10-2020 13:11:15 BACKSPACE
19-10-2020 13:11:15 H
19-10-2020 13:11:16 E
19-10-2020 13:11:16 I
19-10-2020 13:11:16 R
19-10-2020 13:11:17  
19-10-2020 13:11:18 S
19-10-2020 13:11:19 H
19-10-2020 13:11:19 I
19-10-2020 13:11:19 R
19-10-2020 13:11:20 T
19-10-2020 13:11:21 S
19-10-2020 13:11:23 W
19-10-2020 13:11:23 E
19-10-2020 13:11:23  
19-10-2020 13:11:24 M
19-10-2020 13:11:24 I
19-10-2020 13:11:24 S
19-10-2020 13:11:24 S
19-10-2020 13:11:25 E
19-10-2020 13:11:25 D
19-10-2020 13:11:25  
19-10-2020 13:11:26 Y
19-10-2020 13:11:26 O
19-10-2020 13:11:27 U
19-10-2020 13:11:27 R
19-10-2020 13:11:28  
19-10-2020 13:11:29 B
19-10-2020 13:11:29 I
19-10-2020 13:11:30 R
19-10-2020 13:11:30 T
19-10-2020 13:11:30 H
19-10-2020 13:11:31 D
19-10-2020 13:11:31 A
19-10-2020 13:11:31 Y
19-10-2020 13:11:33 P
19-10-2020 13:11:33 E
19-10-2020 13:11:33 O
19-10-2020 13:11:33 P
19-10-2020 13:11:34 L
19-10-2020 13:11:34 E
19-10-2020 13:11:35  
19-10-2020 13:11:35 B
19-10-2020 13:11:36 L
19-10-2020 13:11:36 O
19-10-2020 13:11:36 W
19-10-2020 13:11:37  
19-10-2020 13:11:37 R
19-10-2020 13:11:38 BACKSPACE
19-10-2020 13:11:38 T
19-10-2020 13:11:38 H
19-10-2020 13:11:39 E
19-10-2020 13:11:39 I
19-10-2020 13:11:39 R
19-10-2020 13:11:40  
19-10-2020 13:11:41 H
19-10-2020 13:11:41 O
19-10-2020 13:11:41 R
19-10-2020 13:11:42 N
19-10-2020 13:11:42  
19-10-2020 13:11:42 A
19-10-2020 13:11:43  
19-10-2020 13:11:43 L
19-10-2020 13:11:43 O
19-10-2020 13:11:44 T
19-10-2020 13:11:45 P
19-10-2020 13:11:46 H
19-10-2020 13:11:46 Y
19-10-2020 13:11:46 E
19-10-2020 13:11:47 BACKSPACE
19-10-2020 13:11:47 S
19-10-2020 13:11:48 I
19-10-2020 13:11:48 C
19-10-2020 13:11:48 S
19-10-2020 13:11:49  
19-10-2020 13:11:49 A
19-10-2020 13:11:50 N
19-10-2020 13:11:50 D
19-10-2020 13:11:50  
19-10-2020 13:11:51 C
19-10-2020 13:11:51 H
19-10-2020 13:11:52 E
19-10-2020 13:11:52 M
19-10-2020 13:11:52 E
19-10-2020 13:11:53 BACKSPACE
19-10-2020 13:11:54 I
19-10-2020 13:11:54 S
19-10-2020 13:11:55 T
19-10-2020 13:11:55 R
19-10-2020 13:11:55 Y
19-10-2020 13:11:56  
19-10-2020 13:11:57 A
19-10-2020 13:11:57 R
19-10-2020 13:11:57 E
19-10-2020 13:11:58  
19-10-2020 13:11:59 H
19-10-2020 13:11:59 A
19-10-2020 13:11:59 R
19-10-2020 13:12:00 D
19-10-2020 13:12:01 E
19-10-2020 13:12:01 X
19-10-2020 13:12:01 E
19-10-2020 13:12:02 R
19-10-2020 13:12:03 C
19-10-2020 13:12:03 I
19-10-2020 13:12:03 S
19-10-2020 13:12:04 E
19-10-2020 13:12:04  
19-10-2020 13:12:05 I
19-10-2020 13:12:06 S
19-10-2020 13:12:06  
19-10-2020 13:12:06 G
19-10-2020 13:12:07 O
19-10-2020 13:12:07 O
19-10-2020 13:12:07 D
19-10-2020 13:12:08  
19-10-2020 13:12:08 F
19-10-2020 13:12:08 O
19-10-2020 13:12:09 R
19-10-2020 13:12:09  
19-10-2020 13:12:09 T
19-10-2020 13:12:10 E
19-10-2020 13:12:11 BACKSPACE
19-10-2020 13:12:11 H
19-10-2020 13:12:11 E
19-10-2020 13:12:12  
19-10-2020 13:12:12 M
19-10-2020 13:12:12 I
19-10-2020 13:12:13 N
19-10-2020 13:12:13 D
19-10-2020 13:12:14 A
19-10-2020 13:12:15 N
19-10-2020 13:12:16  
19-10-2020 13:12:17 A
19-10-2020 13:12:17 I
19-10-2020 13:12:18 R
19-10-2020 13:12:18 P
19-10-2020 13:12:18 O
19-10-2020 13:12:19 R
19-10-2020 13:12:19 T
19-10-2020 13:12:20  
19-10-2020 13:12:20 I
19-10-2020 13:12:21 S
19-10-2020 13:12:21  
19-10-2020 13:12:21 A
19-10-2020 13:12:21  
19-10-2020 13:12:22 V
19-10-2020 13:12:22 E
19-10-2020 13:12:22 R
19-10-2020 13:12:23 Y
19-10-2020 13:12:23  
19-10-2020 13:12:24 B
19-10-2020 13:12:24 U
19-10-2020 13:12:24 S
19-10-2020 13:12:24 Y
19-10-2020 13:12:25  
19-10-2020 13:12:25 P
19-10-2020 13:12:27 A
19-10-2020 13:12:27 BACKSPACE
19-10-2020 13:12:28 L
19-10-2020 13:12:28 A
19-10-2020 13:12:28 C
19-10-2020 13:12:29 E
19-10-2020 13:12:30 H
19-10-2020 13:12:31 I
19-10-2020 13:12:31 S
19-10-2020 13:12:32 T
19-10-2020 13:12:32 O
19-10-2020 13:12:32 R
19-10-2020 13:12:32 I
19-10-2020 13:12:33 C
19-10-2020 13:12:33 A
19-10-2020 13:12:34 BACKSPACE
19-10-2020 13:12:35  
19-10-2020 13:12:35 M
19-10-2020 13:12:35 E
19-10-2020 13:12:36 E
19-10-2020 13:12:36 T
19-10-2020 13:12:36 I
19-10-2020 13:12:37 N
19-10-2020 13:12:37 G
19-10-2020 13:12:37  
19-10-2020 13:12:38 W
19-10-2020 13:12:38 I
19-10-2020 13:12:39 T
19-10-2020 13:12:39 H
19-10-2020 13:12:39 O
19-10-2020 13:12:40 U
19-10-2020 13:12:40 T
19-10-2020 13:12:40  
19-10-2020 13:12:41 A
19-10-2020 13:12:41  
19-10-2020 13:12:42 R
19-10-2020 13:12:42 E
19-10-2020 13:12:42 S
19-10-2020 13:12:43 U
19-10-2020 13:12:43 L
19-10-2020 13:12:43 T
19-10-2020 13:12:45 W
19-10-2020 13:12:45 E
19-10-2020 13:12:45  
19-10-2020 13:12:46 A
19-10-2020 13:12:46 C
19-10-2020 13:12:46 C
19-10-2020 13:12:47 E
19-10-2020 13:12:47 P
19-10-2020 13:12:48 T
19-10-2020 13:12:48  
19-10-2020 13:12:49 P
19-10-2020 13:12:50 E
19-10-2020 13:12:50 R
19-10-2020 13:12:50 S
19-10-2020 13:12:51 O
19-10-2020 13:12:51 N
19-10-2020 13:12:51 A
19-10-2020 13:12:52 L
19-10-2020 13:12:53  
19-10-2020 13:12:53 C
19-10-2020 13:12:54 H
19-10-2020 13:12:55 E
19-10-2020 13:12:55 C
19-10-2020 13:12:56 K
19-10-2020 13:12:56 S
19-10-2020 13:12:58 T
19-10-2020 13:12:58 H
19-10-2020 13:12:58 E
19-10-2020 13:12:58  
19-10-2020 13:12:59 P
19-10-2020 13:13:00 I
19-10-2020 13:13:00 K
19-10-2020 13:13:01 BACKSPACE
19-10-2020 13:13:02 C
19-10-2020 13:13:03 K
19-10-2020 13:13:03 E
19-10-2020 13:13:03 T
19-10-2020 13:13:04  
19-10-2020 13:13:04 L
19-10-2020 13:13:05 I
19-10-2020 13:13:05 N
19-10-2020 13:13:05 E
19-10-2020 13:13:06  
19-10-2020 13:13:07 I
19-10-2020 13:13:07 BACKSPACE
19-10-2020 13:13:07 G
19-10-2020 13:13:09 I
19-10-2020 13:13:09 V
19-10-2020 13:13:10 E
19-10-2020 13:13:10 S
19-10-2020 13:13:11  
19-10-2020 13:13:11 M
19-10-2020 13:13:11 E
19-10-2020 13:13:12  
19-10-2020 13:13:12 T
19-10-2020 13:13:12 H
19-10-2020 13:13:13 E
19-10-2020 13:13:13  
19-10-2020 13:13:14 C
19-10-2020 13:13:14 H
19-10-2020 13:13:14 I
19-10-2020 13:13:15 L
19-10-2020 13:13:15 L
19-10-2020 13:13:15 S
19-10-2020 13:13:16 C
19-10-2020 13:13:17 I
19-10-2020 13:13:17 R
19-10-2020 13:13:17 C
19-10-2020 13:13:18 U
19-10-2020 13:13:18 M
19-10-2020 13:13:19 S
19-10-2020 13:13:19 T
19-10-2020 13:13:19 A
19-10-2020 13:13:20 N
19-10-2020 13:13:20 C
19-10-2020 13:13:20 E
19-10-2020 13:13:21  
19-10-2020 13:13:22 BACKSPACE
19-10-2020 13:13:22 S
19-10-2020 13:13:22  
19-10-2020 13:13:23 A
19-10-2020 13:13:23 R
19-10-2020 13:13:23 E
19-10-2020 13:13:24  
19-10-2020 13:13:24 U
19-10-2020 13:13:25 N
19-10-2020 13:13:25 A
19-10-2020 13:13:26 C
19-10-2020 13:13:26 C
19-10-2020 13:13:26 E
19-10-2020 13:13:27 P
19-10-2020 13:13:27 T
19-10-2020 13:13:28 A
19-10-2020 13:13:29 B
19-10-2020 13:13:29 L
19-10-2020 13:13:29 E
0;0;3;275
19-10-2020 13:14:35 BACKSPACE
19-10-2020 13:18:22 W
19-10-2020 13:18:22 E
19-10-2020 13:18:23  
19-10-2020 13:18:23 D
19-10-2020 13:18:24 I
19-10-2020 13:18:24 N
19-10-2020 13:18:25 E
19-10-2020 13:18:25  
19-10-2020 13:18:26 O
19-10-2020 13:18:26 U
19-10-2020 13:18:27 T
19-10-2020 13:18:27  
19-10-2020 13:18:27 O
19-10-2020 13:18:28 N
19-10-2020 13:18:29  
19-10-2020 13:18:29 T
19-10-2020 13:18:29 H
19-10-2020 13:18:30 E
19-10-2020 13:18:30  
19-10-2020 13:18:31 W
19-10-2020 13:18:31 E
19-10-2020 13:18:31 E
19-10-2020 13:18:32 K
19-10-2020 13:18:32 E
19-10-2020 13:18:32 N
19-10-2020 13:18:33 D
19-10-2020 13:18:33 S
19-10-2020 13:18:34 T
19-10-2020 13:18:35 H
19-10-2020 13:18:35 E
19-10-2020 13:18:36  
19-10-2020 13:18:36 M
19-10-2020 13:18:37 I
19-10-2020 13:18:37 N
19-10-2020 13:18:37 I
19-10-2020 13:18:38 M
19-10-2020 13:18:38 U
19-10-2020 13:18:39 M
19-10-2020 13:18:40  
19-10-2020 13:18:40 A
19-10-2020 13:18:40 M
19-10-2020 13:18:41 O
19-10-2020 13:18:41 U
19-10-2020 13:18:42 N
19-10-2020 13:18:42 T
19-10-2020 13:18:43  
19-10-2020 13:18:43 O
19-10-2020 13:18:44 F
19-10-2020 13:18:44  
19-10-2020 13:18:44 T
19-10-2020 13:18:44 I
19-10-2020 13:18:45 M
19-10-2020 13:18:45 E
19-10-2020 13:18:46 R
19-10-2020 13:18:47 O
19-10-2020 13:18:47 U
19-10-2020 13:18:47 N
19-10-2020 13:18:48 D
19-10-2020 13:18:48  
19-10-2020 13:18:49 R
19-10-2020 13:18:49 O
19-10-2020 13:18:49 B
19-10-2020 13:18:50 I
19-10-2020 13:18:51 N
19-10-2020 13:18:51  
19-10-2020 13:18:52 S
19-10-2020 13:18:53 H
19-10-2020 13:18:54 BACKSPACE
19-10-2020 13:18:54 C
19-10-2020 13:18:54 H
19-10-2020 13:18:55 E
19-10-2020 13:18:55 D
19-10-2020 13:18:56 U
19-10-2020 13:18:57 L
19-10-2020 13:18:57 I
19-10-2020 13:18:59 N
19-10-2020 13:18:59 G
19-10-2020 13:19:00 R
19-10-2020 13:19:01 E
19-10-2020 13:19:01 J
19-10-2020 13:19:02 E
19-10-2020 13:19:02 C
19-10-2020 13:19:03 T
19-10-2020 13:19:03 I
19-10-2020 13:19:04 O
19-10-2020 13:19:04 N
19-10-2020 13:19:05  
19-10-2020 13:19:05 L
19-10-2020 13:19:06 E
19-10-2020 13:19:06 T
19-10-2020 13:19:06 T
19-10-2020 13:19:07 E
19-10-2020 13:19:07 R
19-10-2020 13:19:07 S
19-10-2020 13:19:08  
19-10-2020 13:19:12 A
19-10-2020 13:19:12 R
19-10-2020 13:19:13 E
19-10-2020 13:19:13  
19-10-2020 13:19:14 D
19-10-2020 13:19:14 I
19-10-2020 13:19:15 S
19-10-2020 13:19:15 C
19-10-2020 13:19:15 O
19-10-2020 13:19:16 U
19-10-2020 13:19:16 R
19-10-2020 13:19:20 A
19-10-2020 13:19:21 G
19-10-2020 13:19:21 I
19-10-2020 13:19:22 N
19-10-2020 13:19:22 G
19-10-2020 13:19:23 D
19-10-2020 13:19:24 O
19-10-2020 13:19:24 B
19-10-2020 13:19:31 BACKSPACE
19-10-2020 13:19:32  
19-10-2020 13:19:32 N
19-10-2020 13:19:33 O
19-10-2020 13:19:33 T
19-10-2020 13:19:34  
19-10-2020 13:19:34 W
19-10-2020 13:19:35 O
19-10-2020 13:19:35 R
19-10-2020 13:19:36 R
19-10-2020 13:19:36 Y
19-10-2020 13:19:37  
19-10-2020 13:19:37 A
19-10-2020 13:19:38 B
19-10-2020 13:19:38 O
19-10-2020 13:19:39 U
19-10-2020 13:19:39 T
19-10-2020 13:19:40  
19-10-2020 13:19:40 T
19-10-2020 13:19:40 H
19-10-2020 13:19:41 I
19-10-2020 13:19:41 S
19-10-2020 13:19:42 N
19-10-2020 13:19:43 O
19-10-2020 13:19:43  
19-10-2020 13:19:45 E
19-10-2020 13:19:45 X
19-10-2020 13:19:46 C
19-10-2020 13:19:46 H
19-10-2020 13:19:47 A
19-10-2020 13:19:47 N
19-10-2020 13:19:48 G
19-10-2020 13:19:48 E
19-10-2020 13:19:48  
19-10-2020 13:19:49 W
19-10-2020 13:19:50 I
19-10-2020 13:19:50 T
19-10-2020 13:19:50 H
19-10-2020 13:19:51 O
19-10-2020 13:19:51 U
19-10-2020 13:19:52 T
19-10-2020 13:19:52  
19-10-2020 13:19:53 A
19-10-2020 13:19:53  
19-10-2020 13:19:54 B
19-10-2020 13:19:54 I
19-10-2020 13:19:57 L
19-10-2020 13:19:57 L
19-10-2020 13:19:58 E
19-10-2020 13:19:59 M
19-10-2020 13:20:02 P
19-10-2020 13:20:02 L
19-10-2020 13:20:03 O
19-10-2020 13:20:03 Y
19-10-2020 13:20:04 E
19-10-2020 13:20:06 E
19-10-2020 13:20:06 E
19-10-2020 13:20:07 BACKSPACE
19-10-2020 13:20:08  
19-10-2020 13:20:09 R
19-10-2020 13:20:09 E
19-10-2020 13:20:10 C
19-10-2020 13:20:11 R
19-10-2020 13:20:11 U
19-10-2020 13:20:12 I
19-10-2020 13:20:12 T
19-10-2020 13:20:13 M
19-10-2020 13:20:13 E
19-10-2020 13:20:14 N
19-10-2020 13:20:14 T
19-10-2020 13:20:14  
19-10-2020 13:20:15 T
19-10-2020 13:20:15 A
19-10-2020 13:20:16 K
19-10-2020 13:20:16 E
19-10-2020 13:20:17 S
19-10-2020 13:20:17  
19-10-2020 13:20:18 A
19-10-2020 13:20:18  
19-10-2020 13:20:19 L
19-10-2020 13:20:20 O
19-10-2020 13:20:20 T
19-10-2020 13:20:21  
19-10-2020 13:20:21 O
19-10-2020 13:20:22 F
19-10-2020 13:20:22  
19-10-2020 13:20:23 E
19-10-2020 13:20:23 F
19-10-2020 13:20:24 F
19-10-2020 13:20:24 O
19-10-2020 13:20:25 R
19-10-2020 13:20:25 T
19-10-2020 13:20:26 O
19-10-2020 13:20:27 N
19-10-2020 13:20:27 E
19-10-2020 13:20:28  
19-10-2020 13:20:28 H
19-10-2020 13:20:28 E
19-10-2020 13:20:29 C
19-10-2020 13:20:29 K
19-10-2020 13:20:30  
19-10-2020 13:20:31 O
19-10-2020 13:20:31 F
19-10-2020 13:20:31  
19-10-2020 13:20:32 A
19-10-2020 13:20:32  
19-10-2020 13:20:33 Q
19-10-2020 13:20:34 U
19-10-2020 13:20:34 E
19-10-2020 13:20:35 S
19-10-2020 13:20:35 T
19-10-2020 13:20:35 I
19-10-2020 13:20:36 O
19-10-2020 13:20:36 N
19-10-2020 13:20:37 T
19-10-2020 13:20:38 H
19-10-2020 13:20:38 E
19-10-2020 13:20:38 R
19-10-2020 13:20:39 E
19-10-2020 13:20:39  
19-10-2020 13:20:39 W
19-10-2020 13:20:40 I
19-10-2020 13:20:40 L
19-10-2020 13:20:41 L
19-10-2020 13:20:42  
19-10-2020 13:20:42 B
19-10-2020 13:20:42 E
19-10-2020 13:20:42  
19-10-2020 13:20:43 S
19-10-2020 13:20:43 O
19-10-2020 13:20:44 M
19-10-2020 13:20:44 E
19-10-2020 13:20:45  
19-10-2020 13:20:45 F
19-10-2020 13:20:45 O
19-10-2020 13:20:46 G
19-10-2020 13:20:47  
19-10-2020 13:20:47 T
19-10-2020 13:20:47 O
19-10-2020 13:20:48 N
19-10-2020 13:20:48 I
19-10-2020 13:20:49 G
19-10-2020 13:20:49 H
19-10-2020 13:20:49 T
19-10-2020 13:20:51 A
19-10-2020 13:20:51  
19-10-2020 13:20:52 M
19-10-2020 13:20:52 O
19-10-2020 13:20:53 S
19-10-2020 13:20:53 T
19-10-2020 13:20:54  
19-10-2020 13:20:54 R
19-10-2020 13:20:54 I
19-10-2020 13:20:55 D
19-10-2020 13:20:55 I
19-10-2020 13:20:55 C
19-10-2020 13:20:56 U
19-10-2020 13:20:58 L
19-10-2020 13:20:58 O
19-10-2020 13:20:58 U
19-10-2020 13:20:59 S
19-10-2020 13:20:59  
19-10-2020 13:21:00 T
19-10-2020 13:21:00 H
19-10-2020 13:21:00 I
19-10-2020 13:21:01 N
19-10-2020 13:21:01 G
0;0;4;295
19-10-2020 13:23:02 T
19-10-2020 13:23:02 H
19-10-2020 13:23:03 E
19-10-2020 13:23:04  
19-10-2020 13:23:04 C
19-10-2020 13:23:05 A
19-10-2020 13:23:06 P
19-10-2020 13:23:07 I
19-10-2020 13:23:07 T
19-10-2020 13:23:08 A
19-10-2020 13:23:08 L
19-10-2020 13:23:09  
19-10-2020 13:23:10 O
19-10-2020 13:23:10 F
19-10-2020 13:23:10  
19-10-2020 13:23:11 O
